NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT06030778,HEALTHCARE STUDENTS' ATTITUDES TOWARDS PATIENTS WITH CHRONIC PAIN,HEALTHCARE STUDENTS' ATTITUDES TOWARDS PATIENTS WITH CHRONIC PAIN: VALIDITY AND RELIABILITY STUDY,COMPLETED,Attitude to the Patient With Chronic Pain|Attitude of Health Care Students,,2023-09-11,2023-09-13,,OBSERVATIONAL,ALL,,
NCT01546571,"Study of a Melanoma Vaccine in Stage IIb, IIc, and III Melanoma Patients","A Multicenter, Double-blind, Placebo-controlled, Adaptive Phase 3 Trial of POL-103A Polyvalent Melanoma Vaccine in Post-resection Melanoma Patients With a High Risk of Recurrence",TERMINATED,Melanoma,Biological: POL-103A without API|Biological: POL-103A,2012-03-07,2021-12-08,PHASE3,INTERVENTIONAL,ALL,18 Years,80 Years
NCT05634811,Safety Study of a Vaccine to Help Protect Against Lyme Disease in Healthy Children,"A PHASE 3, RANDOMIZED, PLACEBO-CONTROLLED, OBSERVER-BLINDED TRIAL TO EVALUATE THE SAFETY OF A 6-VALENT OspA-BASED LYME DISEASE VACCINE (VLA15) IN HEALTHY CHILDREN 5 THROUGH 17 YEARS OF AGE",ACTIVE_NOT_RECRUITING,Lyme Disease,Biological: VLA15|Other: Normal Saline,2022-12-02,2024-05-22,PHASE3,INTERVENTIONAL,ALL,5 Years,17 Years
NCT02717611,A Study of ACP-196 (Acalabrutinib) in Subjects With Relapsed/Refractory CLL and Intolerant of Ibrutinib Therapy,A Phase 2 Study of the Efficacy and Safety of ACP-196 in Subjects With Relapsed/Refractory CLL and Intolerant of Ibrutinib Therapy,ACTIVE_NOT_RECRUITING,Chronic Lymphocytic Leukemia,Drug: ACP-196 (acalabrutinib),2016-03-24,2024-08-01,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT05046678,miRNAs in Periodontal Disease,Effects of Smoking on Saliva MicroRNAs Before and After Non-Surgical Periodontal Therapy in Patients With Periodontal Disease,COMPLETED,Periodontal Diseases|Periodontitis|Gingivitis,Diagnostic Test: Smokers with periodontally healthy|Diagnostic Test: Control|Diagnostic Test: Control|Diagnostic Test: Control|Diagnostic Test: Control|Diagnostic Test: Control,2021-09-16,2021-09-16,,OBSERVATIONAL,ALL,25 Years,55 Years
NCT04310007,"Testing the Addition of the Pill Chemotherapy, Cabozantinib, to the Standard Immune Therapy Nivolumab Compared to Standard Chemotherapy for Non-small Cell Lung Cancer",A Randomized Phase II Trial of Cabozantinib and Cabozantinib Plus Nivolumab Versus Standard Chemotherapy in Patients With Previously Treated Non-Squamous NSCLC,ACTIVE_NOT_RECRUITING,Metastatic Lung Non-Squamous Non-Small Cell Carcinoma|Recurrent Lung Non-Squamous Non-Small Cell Carcinoma|Stage IV Lung Cancer AJCC v8,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2020-03-17,2024-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT05445778,"Mirvetuximab Soravtansine With Bevacizumab Versus Bevacizumab as Maintenance in Platinum-sensitive Ovarian, Fallopian Tube, or Peritoneal Cancer (GLORIOSA)","Randomized, Multicenter, Open-label, Phase 3 Study of Mirvetuximab Soravtansine in Combination With Bevacizumab Versus Bevacizumab Alone as Maintenance Therapy for Patients With FRα-high Recurrent Platinum-sensitive Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancers Who Have Not Progressed After Second Line Platinum-based Chemotherapy Plus Bevacizumab (GLORIOSA)",RECRUITING,Ovarian Cancer|Peritoneal Cancer|Fallopian Tube Cancer,Drug: Mirvetuximab soravtansine plus Bevacizumab|Drug: Bevacizumab,2022-07-06,2024-09-23,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03723928,S1703 Serum Tumor Marker Directed Disease Monitoring in Patients With Hormone Receptor Positive Her2 Negative Metastatic Breast Cancer,Randomized Non-Inferiority Trial Comparing Overall Survival of Patients Monitored With Serum Tumor Marker Directed Disease Monitoring (STMDDM) Versus Usual Care in Patients With Metastatic Hormone Receptor Positive Breast Cancer,RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Estrogen Receptor Positive|HER2/Neu Negative|Progesterone Receptor Positive|Prognostic Stage IV Breast Cancer AJCC v8|Elevated CA15-3 or CEA or CA27-29,Other: Usual care disease monitoring|Other: Serum Tumor Marker directed disease monitoring,2018-10-30,2024-04-04,NA,INTERVENTIONAL,ALL,18 Years,
NCT02339571,"A Phase II/III Trial of Nivolumab, Ipilimumab, and GM-CSF in Patients With Advanced Melanoma",Randomized Phase II/III Study of Nivolumab Plus Ipilimumab Plus Sargramostim Versus Nivolumab Plus Ipilimumab in Patients With Unresectable Stage III or Stage IV Melanoma,RECRUITING,Stage III Cutaneous Melanoma AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2015-01-15,2024-09-26,PHASE2|PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT02839707,"Pegylated Liposomal Doxorubicin Hydrochloride With Atezolizumab and/or Bevacizumab in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","A Randomized, Phase II/III Study of Pegylated Liposomal Doxorubicin and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin, CTEP-Supplied Bevacizumab and CTEP-Supplied Atezolizumab Versus Pegylated Liposomal Doxorubicin and CTEP-Supplied Bevacizumab in Platinum Resistant Ovarian Cancer",ACTIVE_NOT_RECRUITING,Fallopian Tube High Grade Serous Adenocarcinoma|Ovarian High Grade Serous Adenocarcinoma|Ovarian Seromucinous Carcinoma|Primary Peritoneal High Grade Serous Adenocarcinoma|Recurrent Fallopian Tube Carcinoma|Recurrent Fallopian Tube Clear Cell Adenocarcinoma|Recurrent Fallopian Tube Endometrioid Adenocarcinoma|Recurrent Fallopian Tube Undifferentiated Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Ovarian Clear Cell Adenocarcinoma|Recurrent Ovarian Endometrioid Adenocarcinoma|Recurrent Ovarian Undifferentiated Carcinoma|Recurrent Platinum-Resistant Fallopian Tube Carcinoma|Recurrent Platinum-Resistant Ovarian Carcinoma|Recurrent Platinum-Resistant Primary Peritoneal Carcinoma|Recurrent Primary Peritoneal Carcinoma|Recurrent Primary Peritoneal Clear Cell Adenocarcinoma|Recurrent Primary Peritoneal Endometrioid Adenocarcinoma|Recurrent Primary Peritoneal Undifferentiated Carcinoma,Drug: Atezolizumab|Drug: Atezolizumab|Biological: Bevacizumab,2016-07-21,2023-11-08,PHASE2|PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT02932878,"An Open Label, Safety Study to Assess the Potential for Adrenal Suppression","An Open Label, Safety Study to Assess the Potential for Adrenal Suppression Following Treatment With DSXS Topical Product in Patients With Plaque Psoriasis",COMPLETED,Plaque Psoriasis,Drug: DSXS topical,2016-10-13,2018-12-06,PHASE2,INTERVENTIONAL,ALL,2 Years,18 Years
NCT05407207,Therapeutic Plantar Electrical Stimulation Intervention During Hemodialysis to Improve Balance and Mobility,Therapeutic Plantar Electrical Stimulation Intervention During Hemodialysis to Improve Balance and Mobility,RECRUITING,Diabetes Mellitus|Hemodialysis Complication|Cardiovascular Complication|Quality of Life,Device: Tennant Biomodulator ®|Device: Tennant Biomodulator ®,2022-06-07,2022-06-07,NA,INTERVENTIONAL,ALL,40 Years,
NCT05247528,Safety And Tolerability Of Subcutaneous MANP In Difficult To Control/Resistant Hypertensive Subjects,"A Phase 1B, Multiple Ascending Dose Trial Examining The Safety And Tolerability Of Subcutaneous MANP In Difficult To Control/Resistant Hypertensive Subjects",COMPLETED,Resistant Hypertension|Difficult to Control Hypertension,Drug: Placebo|Drug: MANP,2022-02-21,2022-11-29,PHASE1,INTERVENTIONAL,ALL,18 Years,80 Years
NCT03466411,A Study of the Efficacy and Safety of Guselkumab in Participants With Moderately to Severely Active Crohn's Disease,"A Phase 2/3, Randomized, Double-blind, Placebo- and Active-controlled, Parallel-group, Multicenter Protocol to Evaluate the Efficacy and Safety of Guselkumab in Participants With Moderately to Severely Active Crohn's Disease",ACTIVE_NOT_RECRUITING,Crohn's Disease,Drug: Guselkumab Dose 1|Drug: Guselkumab Dose 2|Drug: Guselkumab Dose 4|Drug: Ustekinumab|Drug: Ustekinumab|Drug: Guselkumab|Drug: Ustekinumab|Drug: Ustekinumab,2018-03-15,2024-09-19,PHASE2|PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT00446511,"Extension Study to Assess Long Term Safety, Tolerability, and Efficacy of Valsartan and Enalapril Combined and Alone in Children With Hypertension","An Extension to Study Protocol CVAL489K2302 to Evaluate the Long Term Safety, Tolerability and Efficacy of Valsartan in Children 6 to 17 Years of Age With Hypertension, Versus Enalapril Treatment for 14 Weeks, or Combined With Enalapril Versus Enalapril for 66 Weeks in Chronic Kidney Disease Patients.",COMPLETED,Hypertension,Drug: Valsartan|Drug: Enalapril|Drug: Valsartan|Drug: Enalapril,2007-03-13,2011-07-12,PHASE3,INTERVENTIONAL,ALL,6 Years,17 Years
NCT03233711,Nivolumab After Combined Modality Therapy in Treating Patients With High Risk Stage II-IIIB Anal Cancer,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,ACTIVE_NOT_RECRUITING,Anal Basaloid Squamous Cell Carcinoma|Anal Canal Cloacogenic Carcinoma|Anal Margin Squamous Cell Carcinoma|Stage IIB Anal Cancer AJCC v8|Stage III Anal Cancer AJCC v8,Procedure: Biopsy|Procedure: Biospecimen Collection,2017-07-31,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03331263,Single Dose CHG Pharmacokinetic Study,Single Dose Pharmacokinetic Study to Assess the Systemic Exposure of Chlorhexidine From ReadyPrep® CHG (2% Chlorhexidine Gluconate Cloth),COMPLETED,Surgical Skin Preparation,Drug: Chlorhexidine Gluconate|Drug: Chlorhexidine Gluconate|,2017-11-06,2023-12-15,PHASE1,INTERVENTIONAL,ALL,18 Years,60 Years
NCT02567435,Combination Chemotherapy With or Without Temsirolimus in Treating Patients With Intermediate Risk Rhabdomyosarcoma,"A Randomized Phase 3 Study of Vincristine, Dactinomycin, Cyclophosphamide (VAC) Alternating With Vincristine and Irinotecan (VI) Versus VAC/VI Plus Temsirolimus (TORI, Torisel, NSC# 683864) in Patients With Intermediate Risk (IR) Rhabdomyosarcoma (RMS)",ACTIVE_NOT_RECRUITING,Alveolar Rhabdomyosarcoma|Botryoid-Type Embryonal Rhabdomyosarcoma|Embryonal Rhabdomyosarcoma|Rhabdomyosarcoma|Sclerosing Rhabdomyosarcoma|Spindle Cell Rhabdomyosarcoma,Drug: Cyclophosphamide|Drug: Cyclophosphamide|Drug: Cyclophosphamide,2015-10-05,2024-04-23,PHASE3,INTERVENTIONAL,ALL,,40 Years
NCT03765918,Study of Pembrolizumab Given Prior to Surgery and in Combination With Radiotherapy Given Post-surgery for Advanced Head and Neck Squamous Cell Carcinoma (MK-3475-689),"A Phase III, Randomized, Open-label Study to Evaluate Pembrolizumab as Neoadjuvant Therapy and in Combination With Standard of Care as Adjuvant Therapy for Stage III-IVA Resectable Locoregionally Advanced Head and Neck Squamous Cell Carcinoma (LA HNSCC)",ACTIVE_NOT_RECRUITING,Head and Neck Neoplasms,Biological: Pembrolizumab 200 mg|Radiation: Radiotherapy 60 Gray/day,2018-12-05,2024-04-16,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03555318,Intervention by a Cardiologist and Geriatrician in Elderly Patients After Admission Due to Heart Failure.,Randomized Clinical Trial: Assessment of a Multidisciplinary Intervention by a Cardiologist and Geriatrician After Hospital Admission Due to Heart Failure in Elderly Patients.,COMPLETED,Heart Failure,Other: Combined ambulatory visit|Other: Ambulatory visit,2018-06-13,2020-11-06,NA,INTERVENTIONAL,ALL,75 Years,
NCT00739596,Blood Pressure Lowering of Aliskiren Hydrochlorothiazide (HCTZ) Versus Amlodipine in Stage 2 Hypertension in African Americans,"An 8 Week Prospective, Multicenter, Randomized, Double-Blind, Active Control, Parallel Group Study to Evaluate the Efficacy and Safety of Aliskiren HCTZ Versus Amlodipine in African American Patients With Stage 2 Hypertension",COMPLETED,Hypertension,Drug: Aliskiren Hydrochlorothiazide (HCTZ): 8 weeks|Drug: Amlodipine: 8 weeks,2008-08-22,2016-10-27,PHASE4,INTERVENTIONAL,ALL,18 Years,
NCT04579224,Comparing the New Anti-cancer Drug Eribulin With Chemotherapy Against the Usual Chemotherapy Alone in Metastatic Urothelial Cancer,"A Phase III Randomized Trial of Eribulin (NSC #707389) With Gemcitabine Versus Standard of Care (Physician's Choice) for Treatment of Metastatic Urothelial Carcinoma Refractory to, or Ineligible for, Anti PD1/PDL1 Therapy",RECRUITING,Metastatic Bladder Urothelial Carcinoma|Metastatic Renal Pelvis Urothelial Carcinoma|Metastatic Ureter Urothelial Carcinoma|Metastatic Urethral Urothelial Carcinoma|Metastatic Urothelial Carcinoma|Refractory Bladder Urothelial Carcinoma|Refractory Renal Pelvis Urothelial Carcinoma|Refractory Ureter Urothelial Carcinoma|Refractory Urethral Urothelial Carcinoma|Refractory Urothelial Carcinoma|Stage IV Bladder Cancer AJCC v8|Stage IV Renal Pelvis and Ureter Cancer AJCC v8|Stage IV Renal Pelvis Cancer AJCC v8|Stage IV Ureter Cancer AJCC v8|Stage IV Urethral Cancer AJCC v8|Stage IVA Bladder Cancer AJCC v8|Stage IVB Bladder Cancer AJCC v8,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2020-10-08,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT05009524,The Interactive Physical and Cognitive Exercise System (v3) for Mild Cognitive Impairment (MCI),The Interactive Physical and Cognitive Exercise System (iPACES v3) to Benefit Brain Health in Mild Cognitive Impairment (MCI): A Randomized Clinical Trial of Neuro-exergaming Pedal-to-play (iPACES) vs Pedal-while-play (PACE),UNKNOWN,MCI|Mild Cognitive Impairment|Alzheimer Disease|Dementia,Device: iPACES (interactive Physical and Cognitive Exercise System)|Device: PACE (Physical and Cognitive Exercise),2021-08-17,2021-11-22,NA,INTERVENTIONAL,ALL,50 Years,
NCT04699097,The Effect of Azithromycin Use on Conduction System of Heart in COVID-19 Positive Children,Azitromycin Use in COVID-19 Positive Pediatric Patients; Effect on Ventricle Repolarization,COMPLETED,Azithromycin Adverse Reaction|Covid19|Long QT Syndrome,Drug: Azithromycin,2021-01-07,2021-01-07,,OBSERVATIONAL,ALL,1 Year,18 Years
NCT03915405,KHK2455 (IDO Inhibitor) Plus Avelumab in Adult Subjects With Advanced Bladder Cancer,"An Open-label, Phase 1 Study of KHK2455 in Combination With Avelumab in Adult Subjects With Locally Advanced or Metastatic Urothelial Carcinoma",TERMINATED,Urothelial Carcinoma,Drug: KHK2455,2019-04-16,2024-04-25,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT03712605,"Testing Pembrolizumab Versus Observation in Patients With Merkel Cell Carcinoma After Surgery, STAMP Trial","STAMP: Surgically Treated Adjuvant Merkel Cell Carcinoma With Pembrolizumab, a Phase III Trial",ACTIVE_NOT_RECRUITING,Pathologic Stage I Cutaneous Merkel Cell Carcinoma AJCC v8|Pathologic Stage II Cutaneous Merkel Cell Carcinoma AJCC v8|Pathologic Stage III Cutaneous Merkel Cell Carcinoma AJCC v8,Procedure: Biospecimen Collection|Other: Best Practice,2018-10-19,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT00787605,Aliskiren HCTZ Compared to Amlodipine in Patients With Stage 2 Systolic Hypertension and Diabetes Mellitus,An 8-week Study to Evaluate the Efficacy and Safety of Aliskiren HCTZ (300/25 mg) Compared to Amlodipine (10 mg) in Patients With Stage 2 Systolic Hypertension and Diabetes Mellitus,COMPLETED,Hypertension|Diabetes Mellitus,Drug: Amlodipine|Drug: Hydrochlorothiazide (HCTZ),2008-11-07,2016-10-27,PHASE4,INTERVENTIONAL,ALL,18 Years,
NCT00336505,Study Comparing the Safety and Efficacy of Cethromycin to Clarithromycin for the Treatment of Community-Acquired Pneumonia (CAP),"A Double-Blinded, Randomized, Parallel Group, Multi-Center, Multi-National Comparative Study of the Safety and Efficacy of Cethromycin 300 mg QD to Clarithromycin (BIAXIN® Filmtab®) 250 mg BID for the Treatment of Community-Acquired Pneumonia in Adults",COMPLETED,Pneumonia,Drug: Clarithromycin|Drug: Cethromycin,2006-06-13,2010-02-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT01524705,FLuctuATion Reduction With inSULin and Glp-1 Added togetheR (FLAT-SUGAR),FLAT-SUGAR: FLuctuATion Reduction With inSULin and Glp-1 Added togetheR,COMPLETED,Type 2 Diabetes,Drug: Insulin Glargine|Drug: Insulin Glargine,2012-02-02,2023-12-29,PHASE4,INTERVENTIONAL,ALL,40 Years,75 Years
NCT02228798,Perioperative Anticoagulant Use for Surgery Evaluation Study,"Perioperative Anticoagulant Use (Dabigatran, Rivaroxaban, or Apixaban) for Elective Surgery/Procedure Evaluation in Patients With Atrial Fibrillation (AF).",COMPLETED,Atrial Fibrillation,||,2014-08-29,2019-06-28,,OBSERVATIONAL,ALL,18 Years,
NCT05108298,Improving Adolescent and Young Adult Self-Reported Data in ECOG-ACRIN Trials,Improving Adolescent and Young Adult Self-Reported Data in ECOG-ACRIN Trials,RECRUITING,"Breast Cancer, NOS|CNS Primary Tumor, NOS|Cervical Cancer, NOS|Colorectal Cancer, NOS|Leukemia, NOS|Lymphoma, NOS|Miscellaneous Neoplasm, NOS|Non-Rhabdomyosarcoma Soft Tissue Sarcoma, NOS|Testicular Nonseminomatous Germ Cell Tumor, NOS|Thyroid Cancer, NOS|Melanoma|Bone Cancer, NOS",Other: Questionnaires|Other: Questionnaires,2021-11-04,2024-08-12,NA,INTERVENTIONAL,ALL,18 Years,39 Years
NCT05174598,A Clinical Trial to Evaluate Efficacy and Safety of Two Different Formulations of Topical Calcipotriol in Patients With Mild to Moderate Plaque Psoriasis,"A Phase III, Multicentre, Randomized, Observer Blind, Parallel Group, Three Arms, Controlled Clinical Trial to Evaluate the Efficacy and Safety of Topically Applied Calcipotriol/AKVANO 50 μg/g Cutaneous Solution Against Calcipotriol Ointment 50 Micrograms/g, Sandoz and Placebo in Patients With Mild to Moderate Plaque Psoriasis",COMPLETED,Mild to Moderate Plaque Psoriasis,"Drug: Calcipotriol/AKVANO, 50 μg/g cutaneous solution|Drug: Calcipotriol Ointment 50 micrograms/g|Other: Placebo",2022-01-03,2022-03-03,PHASE3,INTERVENTIONAL,ALL,18 Years,65 Years
NCT03544398,Comparison of an Exoskeleten With an End-effector for Assisted Gait Training in Spinal Cord Injury,Comparison of Exoskeleten Assisted Gait Training With End-effector Assisted Gait Training in Spinal Cord Injury,UNKNOWN,Spinal Cord Injuries,Other: robot assisted gait training|Other: robot assisted gait training|Other: robot assisted gait training,2018-06-01,2020-05-18,NA,INTERVENTIONAL,ALL,18 Years,80 Years
NCT03817398,Stopping Tyrosine Kinase Inhibitors in Affecting Treatment-Free Remission in Patients With Chronic Phase Chronic Myeloid Leukemia,Stopping Tyrosine Kinase Inhibitors (TKI) to Assess Treatment-Free Remission (TFR) in Pediatric Chronic Myeloid Leukemia - Chronic Phase (CML-CP),ACTIVE_NOT_RECRUITING,"Chronic Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive",Procedure: Biospecimen Collection,2019-01-25,2024-09-19,PHASE2,INTERVENTIONAL,ALL,,25 Years
NCT04836598,Bikini Scarless Laparoscopic Cholecystectomy for Morbid Obesity as a Day Case.,Bikini Scarless Laparoscopic Cholecystectomy for Morbid Obesity as a Day Case.,UNKNOWN,"Cholecystitis, Chronic",Other: laparoscopic cholecystectomy|Other: laparoscopic cholecystectomy,2021-04-08,2021-04-08,NA,INTERVENTIONAL,ALL,17 Years,65 Years
NCT04510597,"Comparing the Outcome of Immunotherapy-Based Drug Combination Therapy With or Without Surgery to Remove the Kidney in Metastatic Kidney Cancer, the PROBE Trial",Phase III Trial of Immunotherapy-Based Combination Therapy With or Without Cytoreductive Nephrectomy for Metastatic Renal Cell Carcinoma (PROBE Trial),RECRUITING,Metastatic Clear Cell Renal Cell Carcinoma|Metastatic Renal Cell Carcinoma|Stage IV Renal Cell Cancer AJCC v8,Procedure: Cytoreductive Nephrectomy|Procedure: Cytoreductive Nephrectomy,2020-08-12,2024-08-16,PHASE3,INTERVENTIONAL,ALL,18 Years,
